	LE6	LE7	LE8	LE9	LE10	LE11	LE12	LE13	LE14	LE15	LP1	LP2	LP3	LP4	LP5	LP6	LP7	LP8	LP9	LP10	LP11	LP12	LP13	LP14	LP15
	E14.5	E14.5	E14.5	E14.5	E14.5	E17.5	E17.5	E17.5	E17.5	E17.5	P0	P0	P0	P0	P0	P1	P1	P1	P1	P7	P7	P7	P21	P21	P21
PE36:2	0.004097579	0.005216412	0.005620302	0.004769851	0.004430013	0.006552356	0.005650876	0.005111141	0.004112039	0.004977825	0.005048239	0.004842633	0.005200625	0.003581958	0.003991875	0.003133964	0.003935604	0.0038816	0.003215571	0.004346331	0.004746649	0.005674109	0.003561929	0.003639453	0.004065558
PE36:1	0.003341139	0.004691596	0.004796387	0.003521746	0.003393175	0.004535326	0.003952819	0.003700119	0.00282673	0.003933944	0.002741997	0.002467249	0.003246755	0.001826892	0.002678578	0.001841959	0.002184927	0.002037039	0.002010674	0.004308143	0.004573786	0.005520816	0.003508711	0.003454682	0.003738631
PE38:7	0.000609663	0.000706135	0.000661784	0.000636913	0.000641725	0.000611696	0.000573741	0.000419743	0.000444978	0.000537691	0.000395584	0.00038592	0.000420207	0.000232261	0.000486544	0.000258159	0.00031016	0.000295209	0.000336532	0.000341605	0.000393743	0.000547596	0.000243837	0.000350723	0.000381538
PE38:6	0.006214776	0.006983222	0.006863025	0.00759898	0.006818869	0.007287258	0.006383064	0.005520748	0.00537272	0.007127769	0.003983131	0.004674106	0.004941444	0.003132325	0.00451526	0.004039817	0.005559684	0.005021888	0.004540174	0.010761142	0.011634662	0.012434511	0.008135211	0.007701579	0.008617737
PE38:5	0.006201189	0.007197579	0.006659287	0.007383813	0.007072493	0.009745627	0.0084922	0.007120448	0.007352329	0.008987453	0.006457053	0.007873758	0.008129514	0.005672966	0.008205813	0.005297525	0.007182723	0.006118635	0.006027867	0.009549057	0.01032681	0.012217168	0.006399458	0.006447626	0.006846737
PE38:4	0.016833369	0.020711566	0.021199272	0.019982141	0.020068185	0.020582984	0.018276356	0.016238878	0.014526545	0.019564565	0.011931332	0.013005412	0.014188724	0.009560441	0.014834817	0.009414904	0.011487415	0.010192085	0.010017609	0.027183393	0.029324163	0.033365903	0.022528618	0.022225677	0.026344613
PE38:3	0.002589637	0.003136422	0.003372801	0.003051024	0.002627125	0.003330886	0.002526104	0.002594662	0.002432315	0.003080053	0.002195799	0.002426635	0.002466973	0.001672911	0.002172429	0.00158633	0.001904528	0.002155063	0.001746841	0.00441404	0.004900497	0.005663473	0.00418863	0.00384937	0.004429329
PE40:6	0.004935713	0.006280909	0.006325699	0.005637449	0.005931588	0.005128173	0.005041147	0.003391206	0.004522983	0.006364339	0.003640494	0.002982416	0.002921207	0.002032713	0.003482037	0.003174003	0.003397456	0.003597489	0.003592273	0.008965693	0.009442712	0.010575144	0.006207112	0.005743125	0.006804584
PE40:5	0.002447776	0.002915814	0.003023346	0.002683099	0.00251726	0.00326918	0.002734947	0.002332969	0.002514531	0.003334297	0.002146738	0.001788888	0.001745615	0.001266819	0.002124005	0.001412371	0.001729495	0.001823802	0.001625574	0.005043205	0.005814894	0.006148493	0.003159273	0.00302402	0.003854081
PE40:4	0.002241672	0.003058459	0.002460149	0.002745956	0.002540315	0.003042526	0.002513369	0.002214258	0.002424704	0.002816717	0.001834818	0.00182969	0.001794731	0.001398858	0.001788854	0.001333387	0.00154133	0.001298668	0.00141616	0.00424056	0.004448605	0.005426412	0.004196656	0.003791811	0.004746993
PE34:2p	0.000158839	0.000239686	0.000156321	0.000174915	9.63E-05	0.000494047	0.000299899	0.000289055	0.00022247	0.000266783	0.000332574	0.000448685	0.000407909	0.000288489	0.000422075	0.000205463	0.000359651	0.000423701	0.000360801	0.00033317	0.000499406	0.000595008	0.000357627	0.000448342	0.000413715
PE34:1p	0.000455074	0.000628366	0.00053149	0.000484401	0.000485843	0.00177663	0.00104756	0.000997932	0.000679176	0.000964606	0.001526626	0.00150004	0.001177892	0.001017212	0.001250262	0.000740258	0.001333237	0.001320521	0.001094605	0.001413021	0.001733672	0.00211167	0.001784378	0.001793713	0.002151872
PE36:4p	0.002460977	0.00268293	0.00312782	0.0033519	0.003200923	0.010866219	0.006626482	0.005374696	0.004023032	0.006510105	0.007478823	0.007447286	0.006967018	0.004897158	0.006541402	0.004085243	0.006392666	0.006510999	0.006023426	0.011559	0.013058357	0.014646954	0.009858853	0.009924544	0.010640231
PE36:3p	0.000386387	0.00052475	0.000463777	0.000412641	0.000453759	0.001420669	0.000921559	0.000744474	0.000644069	0.000981126	0.000836782	0.001092048	0.001012281	0.000687089	0.000986088	0.000534796	0.000920697	0.000948657	0.00074587	0.001396173	0.001431209	0.002196122	0.001361727	0.001432053	0.001452853
PE36:2p	0.000193183	0.000278554	0.000156321	0.000183885	0.000123752	0.000385219	0.000252089	0.000170265	0.000175634	0.000229844	0.000336057	0.000235308	0.000340438	0.000222482	0.000331864	0.00015278	0.000267251	0.000306142	0.000275883	0.000337388	0.000436983	0.000594982	0.000357648	0.00044836	0.000597635
PE36:1p	0.000163132	0.000252642	0.000198006	9.87E-05	0.000178753	0.000326409	0.000195586	0.000142547	0.000202955	0.000246261	0.00023804	0.000225895	0.0002791	0.000146683	0.000273855	0.00015278	0.000161671	0.000174931	0.000166743	0.000210867	0.000216079	0.00032117	0.000357648	0.000256702	0.000312585
PE38:6p	0.001842127	0.002190148	0.002449779	0.002036767	0.002177858	0.004235263	0.003070095	0.00229359	0.002417113	0.002722214	0.003089098	0.002532962	0.003065947	0.001937479	0.002766018	0.001926542	0.003139889	0.002948961	0.003237338	0.006428982	0.006881579	0.007361781	0.005519512	0.00563578	0.006201869
PE38:5p	0.001520027	0.001367085	0.001495728	0.001520747	0.001490001	0.003166292	0.001943323	0.001695207	0.001624243	0.00218834	0.00280898	0.002555128	0.002347426	0.00148457	0.002443465	0.001499416	0.002426476	0.002672311	0.002399335	0.005322351	0.005939884	0.006585996	0.003614841	0.003502172	0.004310018
PE38:4p	0.001520048	0.001645672	0.001855474	0.001951575	0.001911836	0.003967723	0.002535014	0.002040034	0.0019639	0.002545707	0.002255134	0.002388829	0.002451807	0.001462775	0.002337129	0.001022269	0.001855054	0.00181034	0.001601214	0.00450737	0.005011922	0.005811922	0.004180522	0.004121854	0.005087665
PE40:6p	0.001219434	0.001503091	0.001271538	0.001233573	0.0012928	0.002124505	0.001421564	0.001144538	0.001116485	0.001436956	0.001330715	0.001308766	0.00120554	0.000794681	0.001314972	0.000819427	0.00115832	0.001178431	0.001313189	0.00193652	0.002161916	0.002301687	0.002423353	0.001960479	0.002709146
PE40:5p	0.000811454	0.001101358	0.001162114	0.001027174	0.000958026	0.001497239	0.000921559	0.000827667	0.000729935	0.001026294	0.001197518	0.000834699	0.00095398	0.000586819	0.000802331	0.000513722	0.000643449	0.000724445	0.000688283	0.001434276	0.00153219	0.001869581	0.001520282	0.001403147	0.001572509
PE40:4p	0.000755624	0.000861639	0.001010978	0.000946444	0.000747166	0.001052887	0.00068679	0.000578169	0.000745547	0.000960563	0.0006652	0.000680934	0.000582766	0.000476782	0.000666982	0.000387244	0.000465248	0.000639686	0.000545764	0.000851988	0.001109396	0.001221659	0.001300707	0.001189759	0.001567843
PE42:3p	4.72E-05	0.000207296	0.000213638	0.000165944	0.00016042	0.00017643	3.91E-05	0.000106911	0.000140507	0.000102609	9.80E-05	5.96E-05	8.59E-05	6.60E-05	7.41E-05	8.17E-05	8.58E-05	7.65E-05	0.000145521	0.000164476	0.000249691	0.000242194	0.000191006	0.000173545	0.000183873
PE42:2p	0.000120203	0.00022673	0.000182374	0.000246674	0.000169587	0.000149965	0.000134737	0.000150467	8.20E-05	0.000147757	0.000196033	0.000203933	0.00015641	0.00013446	0.000302868	0.000229183	0.000283765	0.000317075	0.00029712	0.00018978	0.000240087	0.000257989	0.000186942	0.000198854	0.000298794
PE42:1p	0.000154546	0.00022673	8.34E-05	0.000148005	0.000183337	0.000161727	6.52E-05	7.92E-05	0.000136604	6.57E-05	0.000192533	0.000128635	0.00015641	9.05E-05	0.000186866	0.000155414	0.000174868	0.000153064	0.000106109	0.000185563	0.000201673	0.000252724	0.000207261	0.000126543	0.00017468
PE42:0p	0.000150253	0.000213774	0.000218849	0.000201824	0.000165003	0.000132322	0.000108659	0.000106911	0.00010538	0.000155966	0.000122521	0.00012236	0.000138009	9.53E-05	0.000157869	0.000136975	0.000207862	0.000172197	0.000130362	0.000371147	0.000384164	0.000468646	0.000203197	0.000191641	0.000317205
PE34:3(16:1/18:2)	0.000132173	0.00019805	0.000215117	0.000174053	0.000162406	0.000333829	0.000255298	0.000234706	0.000178757	0.000237857	0.000219702	0.000254922	0.000302088	0.000188735	0.00025123	0.000126264	0.000185342	0.000175761	0.00016984	0.000146483	0.000150919	0.000170221	0.000123588	0.000120382	0.000123579
PE34:2(16:0/18:2)	0.000454235	0.000689959	0.000693969	0.000539496	0.000592993	0.000866104	0.000684399	0.000610674	0.000512654	0.000708626	0.000648955	0.000731618	0.000849114	0.00049235	0.000646364	0.000692643	0.000880798	0.000899077	0.000752333	0.00129535	0.001406898	0.001503203	0.00135336	0.001390347	0.001558393
PE34:1(16:0/18:1)	0.002904453	0.004707794	0.004666947	0.003644625	0.003493481	0.005255522	0.004417124	0.004214874	0.003118766	0.004234428	0.003049252	0.0031313	0.00359964	0.002393428	0.003019876	0.00198415	0.002584771	0.00296799	0.002086477	0.003449252	0.003798327	0.003960312	0.002013659	0.002191424	0.002513967
PE34:1(18:0/18:1)	0.000193521	0.000307956	0.000331693	0.000242154	0.000239854	0.000349692	0.000285178	0.000258025	0.000201315	0.000270928	0.000194065	0.00020096	0.000221189	0.000139151	0.000197745	6.77E-05	0.000115095	0.000116125	9.62E-05	9.52E-05	0.000108223	0.000115696	8.59E-05	9.41E-05	0.000100635
PE36:3(16:0/20:3)	0.000189027	0.000262682	0.000282973	0.000248728	0.000284915	0.000361772	0.000296129	0.000278881	0.000232105	0.000303614	0.000284728	0.000243836	0.000285918	0.000198734	0.000256147	0.000202099	0.000250385	0.000269366	0.00029532	0.000583944	0.000603191	0.000681491	0.000470155	0.000449063	0.000499156
PE36:3(18:1/18:2)	0.000542032	0.000800075	0.000851587	0.000689616	0.000766639	0.001134097	0.000894452	0.000836539	0.000675516	0.000934474	0.000759409	0.000840821	0.001055276	0.000720654	0.000903847	0.000815421	0.000915829	0.001027611	0.000793591	0.001019889	0.001108965	0.001195527	0.000581166	0.000611406	0.000653248
PE36:2(18:1/18:1)	0.006283384	0.009220885	0.009599989	0.007401869	0.007159981	0.012368573	0.01007798	0.009769217	0.007398819	0.009916541	0.007855921	0.007514738	0.009900653	0.006150231	0.007704415	0.004244611	0.005764685	0.005956992	0.004502186	0.003964755	0.004498942	0.004935647	0.002023427	0.002066354	0.002484683
PE36:2(18:0/18:2)	0.000494435	0.000663347	0.000705077	0.000528539	0.000582366	0.000678059	0.000564091	0.000507345	0.000425641	0.000625892	0.00048262	0.0004902	0.000586128	0.000384787	0.000521992	0.000467893	0.000570668	0.00066682	0.000498099	0.001096031	0.001144535	0.001251188	0.001200992	0.001259052	0.001251578
PE36:1(18:0/18:1)	0.001402509	0.002153498	0.002225226	0.001772849	0.001910774	0.002325714	0.001990969	0.00184752	0.001514726	0.00204117	0.001232383	0.0012843	0.001619702	0.001098051	0.001299309	0.000852045	0.001052417	0.001425193	0.000994317	0.001904208	0.002123048	0.002471651	0.001548304	0.001574486	0.001705856
PE36:4(16:0/20:4)	0.007570665	0.00933821	0.01006544	0.008249082	0.008720814	0.013173413	0.011497191	0.00986005	0.008556637	0.011459965	0.009967656	0.010492913	0.012687021	0.008504795	0.010458079	0.00736797	0.009674452	0.011140087	0.009448644	0.017485094	0.017958797	0.020370278	0.015337662	0.016121173	0.016972238
PE36:4(18:2/18:2)	0.000101833	0.000135975	0.000136472	0.000105532	0.000123621	0.000151325	0.000120012	0.000118967	9.07E-05	0.000134166	0.000125941	0.000153585	0.000159679	0.000118633	0.000150562	0.000225235	0.000250778	0.000280413	0.000217138	0.000363575	0.000402332	0.000421801	0.000199483	0.000214286	0.00021949
PE36:4(18:1/18:3)	2.57E-05	4.66E-05	4.19E-05	3.56E-05	3.65E-05	4.92E-05	3.86E-05	3.83E-05	2.54E-05	3.49E-05	3.54E-05	3.06E-05	4.34E-05	2.61E-05	3.13E-05	2.09E-05	2.86E-05	3.28E-05	2.49E-05	4.16E-05	3.91E-05	5.01E-05	3.26E-05	3.67E-05	3.16E-05
PE38:7(16:1/22:6)	0.000175288	0.000277103	0.000286374	0.000240812	0.000220827	0.000275295	0.000217191	0.000177814	0.000142509	0.000195331	0.000137836	0.000130418	0.000173563	9.72E-05	0.000144961	6.90E-05	9.92E-05	0.000108979	9.88E-05	0.000164086	0.000173836	0.000167359	0.000139694	0.000139643	0.000160021
PE38:6(16:0/22:6)	0.002332567	0.003497823	0.003654132	0.002948713	0.002815334	0.003108858	0.00267824	0.002234961	0.001930458	0.002638262	0.001620029	0.001624561	0.001650275	0.001161935	0.001614795	0.001421865	0.001863352	0.002056414	0.001632102	0.004133988	0.004284308	0.00435455	0.002867666	0.00289307	0.003296133
PE38:5(16:0/22:5)	0.000887328	0.001422535	0.001465679	0.00115065	0.00103694	0.001373588	0.001176652	0.000977244	0.00076593	0.0011628	0.000888009	0.000929032	0.000914357	0.000605553	0.000863963	0.000694173	0.000858766	0.000903054	0.000729948	0.003084225	0.003345004	0.00370361	0.001646406	0.001724278	0.001931449
PE38:4(18:0/20:4)	0.012723323	0.018353544	0.015703685	0.014680618	0.014231092	0.01744112	0.011929857	0.012304666	0.010008103	0.013860846	0.010477193	0.009942956	0.012692002	0.008182365	0.011104897	0.007208977	0.008581309	0.011379191	0.007777926	0.019954713	0.021434716	0.024778374	0.01790615	0.01885995	0.019971763
PE38:4(18:1/20:3)	0.001336028	0.001743191	0.00183261	0.00152036	0.001450503	0.001869059	0.001658746	0.001465286	0.001227422	0.001557288	0.001256941	0.001168243	0.001396791	0.001057055	0.001050349	0.00082181	0.001027901	0.001280511	0.000879574	0.002753574	0.003060709	0.003300584	0.002556375	0.002728309	0.00274815
PE40:6(20:2/20:4)	6.41E-05	9.49E-05	9.13E-05	8.01E-05	7.93E-05	0.000133988	0.000107773	8.95E-05	9.05E-05	0.000125957	0.000107873	9.71E-05	0.000124581	8.07E-05	0.000101979	8.94E-05	9.74E-05	0.000124794	9.87E-05	0.000230139	0.00025275	0.000294875	0.000143561	0.000161592	0.000156414
PE40:6(20:3/20:3)	5.74E-06	6.28E-06	6.92E-06	5.29E-06	6.31E-06	7.99E-06	7.56E-06	6.30E-06	4.71E-06	5.89E-06	8.23E-06	6.81E-06	8.08E-06	4.99E-06	6.40E-06	8.97E-06	1.25E-05	9.68E-06	9.83E-06	2.75E-05	3.26E-05	3.58E-05	1.48E-05	1.72E-05	2.07E-05
PE40:6(18:0/22:6)	0.001718055	0.002187312	0.002731782	0.001800361	0.001864573	0.001758874	0.001500371	0.001295196	0.001161465	0.001828101	0.000922463	0.000765783	0.000878164	0.000599376	0.000770983	0.000829233	0.000931179	0.001266412	0.000952892	0.002688119	0.002884128	0.002960723	0.001899781	0.001903065	0.002146011
PE40:5(20:1/20:4)	0.000114935	0.000143901	0.000159096	0.000136006	0.000108971	0.000291826	0.000247292	0.00021175	0.000190153	0.00026032	0.000230392	0.000197824	0.000249247	0.00018058	0.000206038	0.000146347	0.000184726	0.000234681	0.000184267	0.00026127	0.000264634	0.000303694	0.000159225	0.000171596	0.000177227
PE40:5(40:2/20:3)	9.12E-06	1.28E-05	1.14E-05	1.06E-05	1.02E-05	1.62E-05	1.58E-05	1.12E-05	9.59E-06	1.64E-05	1.51E-05	1.37E-05	1.62E-05	1.09E-05	1.17E-05	1.35E-05	1.77E-05	1.88E-05	1.22E-05	4.00E-05	4.32E-05	5.53E-05	3.15E-05	3.41E-05	3.37E-05
PE40:5(18:0/22:5)	0.000732607	0.000879959	0.000978498	0.000792608	0.000850343	0.001019168	0.000854604	0.000737061	0.000668597	0.001012231	0.00065246	0.000551156	0.000577474	0.000458638	0.000577699	0.000499571	0.000600609	0.000763921	0.000492972	0.002390523	0.002647899	0.002795338	0.001808534	0.00194875	0.001999504
PE40:4(20:0/20:4)	8.89E-05	0.000134509	0.000134132	0.000115831	0.000109674	0.000166607	0.000148375	0.000106044	0.000102246	0.000153473	0.000127057	0.000109741	0.000128024	9.71E-05	0.000103795	6.50E-05	9.80E-05	0.000118743	0.000104825	0.00018138	0.00018928	0.000238956	0.000164097	0.000173757	0.000170611
PE38:6p(16:0/22:6)	0.001685167	0.002424905	0.00287009	0.002440398	0.002253299	0.005586041	0.003544229	0.002641658	0.002215649	0.003249428	0.003034527	0.002944262	0.003308293	0.002286918	0.002599329	0.002176067	0.003618506	0.004436343	0.003246581	0.007350473	0.007224357	0.007433192	0.006455174	0.006073411	0.006927143
PE38:5p(16:1/22:5)	0.000749626	0.000938949	0.001047503	0.001037377	0.00092841	0.00294887	0.001648011	0.001358893	0.001120946	0.00173915	0.001664112	0.001771592	0.001817012	0.001339331	0.001643844	0.001044623	0.001856211	0.002124154	0.001538447	0.008021481	0.008141907	0.008838073	0.006077237	0.006092997	0.006545978
PE38:5p(18:1/20:4)	0.002423249	0.002678559	0.003361179	0.003034626	0.003135094	0.006255973	0.004404962	0.003664351	0.002535692	0.004070718	0.004310723	0.004126617	0.004499897	0.003524112	0.004074095	0.002661487	0.004282383	0.005411893	0.004241798	0.006821506	0.00721613	0.007625265	0.003452112	0.003606581	0.004048732
PE38:4p(18:0/20:4)	0.002299396	0.00391318	0.003696189	0.003237645	0.003428914	0.006485233	0.004697558	0.004192397	0.002691904	0.004395609	0.003662555	0.003646556	0.004135214	0.003094146	0.00349857	0.002044433	0.002993295	0.003834211	0.003142744	0.004482939	0.004706326	0.005167316	0.005008048	0.00527553	0.005800343
PE40:6p(18:0/22:6)	0.000759937	0.001173449	0.001204217	0.001057296	0.00078377	0.001733428	0.001114822	0.000896989	0.000779885	0.001342528	0.0009088	0.000743785	0.000764102	0.0005356	0.000736705	0.000515276	0.000751707	0.001133459	0.000869464	0.001260427	0.001413285	0.00136737	0.001633659	0.001677571	0.001922591
PE40:5p(18:0/22:5)	0.000405563	0.000584063	0.000603305	0.000473976	0.000451149	0.00080383	0.000580063	0.000452859	0.000366091	0.000638118	0.000451646	0.000407164	0.000429719	0.000290411	0.000389514	0.000248726	0.000344155	0.000473909	0.00036839	0.001303288	0.001499605	0.001548765	0.001348116	0.001327649	0.001473635
PE40:4p(20:0/20:4)	0.000204298	0.000243848	0.00025587	0.000201274	0.000237065	0.000389814	0.000305707	0.000246556	0.000213502	0.000353634	0.000236812	0.000218497	0.000278154	0.000183038	0.000251816	0.000174217	0.000195552	0.000268491	0.000212251	0.00050737	0.000561847	0.00065586	0.000533332	0.000617331	0.000669194
LPA16:1	5.21E-06	7.78E-06	6.91E-06	3.68E-06	3.50E-06	7.69E-06	6.10E-06	1.19E-05	9.23E-06	1.11E-05	6.18E-06	6.40E-06	7.46E-06	3.54E-06	3.76E-06	5.85E-06	8.28E-06	2.74E-06	7.04E-06	5.94E-06	5.40E-06	5.88E-06	5.02E-06	5.01E-06	5.88E-06
LPA16:0	1.96E-05	3.79E-05	3.30E-05	2.64E-05	2.32E-05	2.34E-05	2.18E-05	3.56E-05	2.78E-05	3.26E-05	2.13E-05	1.99E-05	2.47E-05	1.40E-05	1.34E-05	2.54E-05	2.96E-05	1.52E-05	2.95E-05	4.54E-05	5.11E-05	4.21E-05	2.78E-05	2.71E-05	3.49E-05
LPA18:2	5.15E-06	9.73E-06	5.33E-06	5.57E-06	5.35E-06	7.13E-06	5.48E-06	1.14E-05	9.23E-06	8.53E-06	7.04E-06	7.49E-06	8.36E-06	3.24E-06	3.74E-06	9.44E-06	9.80E-06	4.15E-06	1.18E-05	1.38E-05	1.26E-05	1.30E-05	9.11E-06	8.41E-06	1.10E-05
LPA18:1	2.13E-05	3.59E-05	2.36E-05	2.11E-05	1.87E-05	2.54E-05	2.16E-05	4.52E-05	3.33E-05	3.32E-05	2.40E-05	2.34E-05	3.09E-05	1.61E-05	1.54E-05	2.09E-05	2.41E-05	1.16E-05	2.38E-05	3.25E-05	2.80E-05	3.39E-05	1.64E-05	1.57E-05	2.15E-05
LPA18:0	2.62E-05	5.42E-05	3.15E-05	2.83E-05	2.57E-05	1.55E-05	1.75E-05	1.94E-05	2.44E-05	1.83E-05	1.68E-05	1.59E-05	2.28E-05	1.17E-05	1.40E-05	1.51E-05	1.63E-05	1.03E-05	1.34E-05	2.66E-05	2.42E-05	2.75E-05	2.34E-05	1.81E-05	2.28E-05
PA32:2	2.00E-05	2.51E-05	2.51E-05	2.26E-05	2.00E-05	5.55E-05	3.26E-05	7.04E-05	3.60E-05	5.76E-05	3.31E-05	3.98E-05	2.83E-05	2.43E-05	2.53E-05	3.23E-05	5.76E-05	3.73E-05	5.33E-05	3.99E-05	4.20E-05	4.26E-05	3.13E-05	2.98E-05	3.37E-05
PA32:1	7.25E-05	5.76E-05	8.60E-05	6.98E-05	6.39E-05	0.000221443	0.000125017	0.00037665	0.00011691	0.000264125	0.000149292	0.000160618	0.000114507	8.67E-05	7.76E-05	0.00010923	0.000256501	0.000191745	0.000224346	0.000174584	0.000216205	0.000177966	0.000130675	0.000123278	0.00017139
PA32:0	0.000126785	0.000100952	0.000134774	9.37E-05	0.000114609	0.000160477	0.000131585	0.000221721	0.000126136	0.000187946	0.000107436	0.000139643	8.19E-05	7.27E-05	7.53E-05	0.000137761	0.000215805	0.000166112	0.000186684	0.000279031	0.000288913	0.000251673	0.000157533	0.000166565	0.000201461
PA34:2	6.21E-05	5.04E-05	4.56E-05	3.16E-05	6.96E-05	0.000195995	7.54E-05	0.000100884	7.94E-05	0.000199774	0.000129219	0.000124307	9.98E-05	7.78E-05	5.90E-05	0.000119487	0.000173568	0.000171174	0.000212465	0.000207049	0.000196739	0.000205958	0.000143862	0.000112632	0.000134438
PA34:1	0.000163834	0.000179992	0.000132306	0.00014591	0.000186775	0.000457471	0.000301624	0.000529205	0.000241574	0.00050489	0.000300318	0.00028468	0.000233871	0.000201793	0.000157386	0.000197535	0.000293004	0.000348601	0.000333675	0.000411576	0.000364768	0.000433848	0.00023988	0.00019823	0.00024789
PA36:2	8.33E-05	7.94E-05	3.27E-05	8.01E-05	8.27E-05	0.000197992	0.000112038	0.00027528	0.000104375	0.000194699	0.000153866	0.000163768	0.000139332	9.45E-05	9.59E-05	0.00012682	0.00016417	0.000209408	0.000195473	0.000226882	0.000169758	0.0002479	0.000181285	0.000158464	0.000172544
